Left	Right
DOID:4159	mir19b
DOID:4159	mir29c
DOID:4159	mir378a
DOID:4159	mir93
DOID:4159	mir139
DOID:4159	mir455
DOID:4159	mir638
DOID:4159	mir542
DOID:4159	mir572
DOID:4159	mir2861
DOID:4159	mir3196
DOID:4159	mir378b
DOID:4159	mir378c
DOID:4159	mir378d
DOID:4159	mir378e
DOID:4159	mir378f
DOID:4159	mir378g
DOID:4159	mir378h
DOID:4159	mir378i
DOID:417	mir101
DOID:417	mir125b
DOID:417	mir126
DOID:417	mir129
DOID:417	mir141
DOID:417	mir142
DOID:417	mir145
DOID:417	mir146a
DOID:417	mir146b
DOID:417	mir150
DOID:417	mir154
DOID:417	mir155
DOID:417	mir16
DOID:417	mir17
DOID:417	mir181a
DOID:417	mir192
DOID:417	mir196a
DOID:417	mir19b
DOID:417	mir200a
DOID:417	mir200b
DOID:417	mir200c
DOID:417	mir205
DOID:417	mir20a
DOID:417	mir21
DOID:417	mir224
DOID:417	mir29a
DOID:417	mir29b
DOID:417	mir30a
DOID:417	mir320a
DOID:417	mir429
DOID:417	mir92a
DOID:417	mir31
DOID:417	mir431
DOID:417	mir376b
DOID:417	mir503
DOID:417	mir569
DOID:417	mir506
DOID:417	mir3148
DOID:4194	mir103a
DOID:4194	mir107
DOID:4194	mir126
DOID:4194	mir143
DOID:4194	mir144
DOID:4194	mir146a
DOID:4194	mir155
DOID:4194	mir15a
DOID:4194	mir191
DOID:4194	mir197
DOID:4194	mir20b
DOID:4194	mir21
DOID:4194	mir221
DOID:4194	mir223
DOID:4194	mir24
DOID:4194	mir29c
DOID:4194	mir320a
DOID:4194	mir375
DOID:4194	mir99a
DOID:4194	mir486
DOID:4194	mir301a
DOID:4194	mir483
DOID:4194	mir326
DOID:4194	mir503
DOID:4195	mir221
DOID:421	mir106b
DOID:421	mir125b
DOID:421	mir221
DOID:421	mir410
DOID:423	mir100
DOID:423	mir103a
DOID:423	mir107
DOID:423	mir1
DOID:423	mir125a
DOID:423	mir125b
DOID:423	mir127
DOID:423	mir133a
DOID:423	mir133b
DOID:423	mir136
DOID:423	mir146b
DOID:423	mir148a
DOID:423	mir192
DOID:423	mir199a
DOID:423	mir206
DOID:423	mir208a
DOID:423	mir21
DOID:423	mir221
DOID:423	mir23a
DOID:423	mir25
DOID:423	mir29a
DOID:423	mir29b
DOID:423	mir29c
DOID:423	mir32
DOID:423	mir335
DOID:423	mir33a
DOID:423	mir33b
DOID:423	mir34a
DOID:423	mir34b
DOID:423	mir34c
DOID:423	mir367
DOID:423	mir376c
DOID:423	mir378a
DOID:423	mir381
DOID:423	mir92a
DOID:423	mir31
DOID:423	mir193b
DOID:423	mir363
DOID:423	mir208b
DOID:423	mir193a
DOID:423	mir489
DOID:423	mir502
DOID:4230	mir31
DOID:4362	mir100
DOID:4362	mir125b
DOID:4362	mir126
DOID:4362	mir133b
DOID:4362	mir143
DOID:4362	mir145
DOID:4362	mir146a
DOID:4362	mir155
DOID:4362	mir15b
DOID:4362	mir16
DOID:4362	mir17
DOID:4362	mir181a
DOID:4362	mir182
DOID:4362	mir194
DOID:4362	mir196a
DOID:4362	mir19a
DOID:4362	mir19b
DOID:4362	mir200a
DOID:4362	mir203
DOID:4362	mir205
DOID:4362	mir20a
DOID:4362	mir20b
DOID:4362	mir21
DOID:4362	mir214
DOID:4362	mir215
DOID:4362	mir218
DOID:4362	mir221
DOID:4362	mir23b
DOID:4362	mir27a
DOID:4362	mir28
DOID:4362	mir302a
DOID:4362	mir34a
DOID:4362	mir34b
DOID:4362	mir34c
DOID:4362	mir367
DOID:4362	mir372
DOID:4362	mir375
DOID:4362	mir424
DOID:4362	mir494
DOID:4362	mir497
DOID:4362	mir512
DOID:4362	mir7
DOID:4362	mir9
DOID:4362	mir338
DOID:4362	mir193b
DOID:4362	mir10a
DOID:4362	mir345
DOID:4362	mir518a
DOID:4450	let7a
DOID:4450	let7b
DOID:4450	let7c
DOID:4450	let7d
DOID:4450	let7e
DOID:4450	let7f
DOID:4450	let7g
DOID:4450	let7i
DOID:4450	mir100
DOID:4450	mir101
DOID:4450	mir106b
DOID:4450	mir10b
DOID:4450	mir122
DOID:4450	mir124
DOID:4450	mir126
DOID:4450	mir127
DOID:4450	mir129
DOID:4450	mir130b
DOID:4450	mir134
DOID:4450	mir135a
DOID:4450	mir141
DOID:4450	mir142
DOID:4450	mir143
DOID:4450	mir144
DOID:4450	mir145
DOID:4450	mir146a
DOID:4450	mir146b
DOID:4450	mir150
DOID:4450	mir151a
DOID:4450	mir155
DOID:4450	mir16
DOID:4450	mir195
DOID:4450	mir196a
DOID:4450	mir199a
DOID:4450	mir199b
DOID:4450	mir19a
DOID:4450	mir200a
DOID:4450	mir200b
DOID:4450	mir200c
DOID:4450	mir203
DOID:4450	mir204
DOID:4450	mir205
DOID:4450	mir206
DOID:4450	mir21
DOID:4450	mir210
DOID:4450	mir215
DOID:4450	mir218
DOID:4450	mir219
DOID:4450	mir224
DOID:4450	mir23b
DOID:4450	mir26a
DOID:4450	mir26b
DOID:4450	mir27a
DOID:4450	mir29c
DOID:4450	mir302b
DOID:4450	mir302c
DOID:4450	mir30c
DOID:4450	mir30d
DOID:4450	mir320a
DOID:4450	mir335
DOID:4450	mir339
DOID:4450	mir34a
DOID:4450	mir34b
DOID:4450	mir34c
DOID:4450	mir365a
DOID:4450	mir365b
DOID:4450	mir367
DOID:4450	mir378a
DOID:4450	mir381
DOID:4450	mir429
DOID:4450	mir451a
DOID:4450	mir452
DOID:4450	mir7
DOID:4450	mir9
DOID:4450	mir92a
DOID:4450	mir99b
DOID:4450	mir184
DOID:4450	mir99a
DOID:4450	mir93
DOID:4450	mir363
DOID:4450	mir514a
DOID:4450	mir139
DOID:4450	mir454
DOID:4450	mir629
DOID:4450	mir138
DOID:4450	mir320b
DOID:4450	mir425
DOID:4450	mir708
DOID:4450	mir509
DOID:4450	mir625
DOID:4450	mir655
DOID:4450	mir508
DOID:4450	mir1233
DOID:4450	mir1290
DOID:4450	mir571
DOID:4450	mir1285
DOID:4450	mir760
DOID:4450	mir151b
DOID:4450	mir378b
DOID:4450	mir378c
DOID:4450	mir378d
DOID:4450	mir378e
DOID:4450	mir378f
DOID:4450	mir378g
DOID:4450	mir378h
DOID:4450	mir378i
DOID:4450	mir124a
DOID:4451	let7a
DOID:4451	let7b
DOID:4451	let7c
DOID:4451	let7d
DOID:4451	let7e
DOID:4451	let7f
DOID:4451	let7g
DOID:4451	let7i
DOID:4451	mir100
DOID:4451	mir101
DOID:4451	mir106b
DOID:4451	mir10b
DOID:4451	mir122
DOID:4451	mir124
DOID:4451	mir126
DOID:4451	mir127
DOID:4451	mir129
DOID:4451	mir130b
DOID:4451	mir134
DOID:4451	mir135a
DOID:4451	mir141
DOID:4451	mir142
DOID:4451	mir143
DOID:4451	mir144
DOID:4451	mir145
DOID:4451	mir146a
DOID:4451	mir146b
DOID:4451	mir150
DOID:4451	mir151a
DOID:4451	mir155
DOID:4451	mir16
DOID:4451	mir195
DOID:4451	mir196a
DOID:4451	mir199a
DOID:4451	mir199b
DOID:4451	mir19a
DOID:4451	mir200a
DOID:4451	mir200b
DOID:4451	mir200c
DOID:4451	mir203
DOID:4451	mir204
DOID:4451	mir205
DOID:4451	mir206
DOID:4451	mir21
DOID:4451	mir210
DOID:4451	mir215
DOID:4451	mir218
DOID:4451	mir219
DOID:4451	mir224
DOID:4451	mir23b
DOID:4451	mir26a
DOID:4451	mir26b
DOID:4451	mir27a
DOID:4451	mir29c
DOID:4451	mir302b
DOID:4451	mir302c
DOID:4451	mir30c
DOID:4451	mir30d
DOID:4451	mir320a
DOID:4451	mir335
DOID:4451	mir339
DOID:4451	mir34a
DOID:4451	mir34b
DOID:4451	mir34c
DOID:4451	mir365a
DOID:4451	mir365b
DOID:4451	mir367
DOID:4451	mir378a
DOID:4451	mir381
DOID:4451	mir429
DOID:4451	mir451a
DOID:4451	mir452
DOID:4451	mir7
DOID:4451	mir9
DOID:4451	mir92a
DOID:4451	mir99b
DOID:4451	mir184
DOID:4451	mir99a
DOID:4451	mir93
DOID:4451	mir363
DOID:4451	mir514a
DOID:4451	mir139
DOID:4451	mir454
DOID:4451	mir629
DOID:4451	mir138
DOID:4451	mir320b
DOID:4451	mir425
DOID:4451	mir708
DOID:4451	mir509
DOID:4451	mir625
DOID:4451	mir655
DOID:4451	mir508
DOID:4451	mir1233
DOID:4451	mir1290
DOID:4451	mir571
DOID:4451	mir1285
DOID:4451	mir760
DOID:4451	mir151b
DOID:4451	mir378b
DOID:4451	mir378c
DOID:4451	mir378d
DOID:4451	mir378e
DOID:4451	mir378f
DOID:4451	mir378g
DOID:4451	mir378h
DOID:4451	mir378i
DOID:4451	mir124a
DOID:4535	mir106b
DOID:4535	mir125b
DOID:4535	mir221
DOID:4535	mir410
DOID:4607	mir124
DOID:4607	mir126
DOID:4607	mir141
DOID:4607	mir200b
DOID:4607	mir200c
DOID:4607	mir21
DOID:4607	mir214
DOID:4607	mir25
DOID:4607	mir26a
DOID:4607	mir373
DOID:4607	mir494
DOID:4607	mir370
DOID:4607	mir151
DOID:4645	let7a
DOID:4645	let7b
DOID:4645	let7c
DOID:4645	let7d
DOID:4645	let7e
DOID:4645	let7f
DOID:4645	let7g
DOID:4645	let7i
DOID:4645	mir10b
DOID:4645	mir124
DOID:4645	mir125a
DOID:4645	mir142
DOID:4645	mir17
DOID:4645	mir181b
DOID:4645	mir18a
DOID:4645	mir192
DOID:4645	mir19a
DOID:4645	mir19b
DOID:4645	mir20a
DOID:4645	mir24
DOID:4645	mir29a
DOID:4645	mir29b
DOID:4645	mir29c
DOID:4645	mir30c
DOID:4645	mir34a
DOID:4645	mir34c
DOID:4645	mir497
DOID:4645	mir92a
DOID:4645	mir135b
DOID:4645	mir491
DOID:4645	mir376a
DOID:4645	mir513a
DOID:4645	mir513b
DOID:4645	mir513c
DOID:4706	mir106a
DOID:4706	mir10b
DOID:4706	mir124
DOID:4706	mir125a
DOID:4706	mir125b
DOID:4706	mir126
DOID:4706	mir127
DOID:4706	mir135a
DOID:4706	mir143
DOID:4706	mir144
DOID:4706	mir145
DOID:4706	mir146a
DOID:4706	mir148a
DOID:4706	mir17
DOID:4706	mir181b
DOID:4706	mir182
DOID:4706	mir183
DOID:4706	mir186
DOID:4706	mir18a
DOID:4706	mir199b
DOID:4706	mir19a
DOID:4706	mir19b
DOID:4706	mir203
DOID:4706	mir20a
DOID:4706	mir21
DOID:4706	mir218
DOID:4706	mir219
DOID:4706	mir223
DOID:4706	mir224
DOID:4706	mir302b
DOID:4706	mir30a
DOID:4706	mir323a
DOID:4706	mir33b
DOID:4706	mir34a
DOID:4706	mir372
DOID:4706	mir373
DOID:4706	mir376c
DOID:4706	mir379
DOID:4706	mir452
DOID:4706	mir494
DOID:4706	mir495
DOID:4706	mir512
DOID:4706	mir9
DOID:4706	mir92a
DOID:4706	mir92b
DOID:4706	mir31
DOID:4706	mir96
DOID:4706	mir153
DOID:4706	mir135b
DOID:4706	mir338
DOID:4706	mir302d
DOID:4706	mir383
DOID:4706	mir193b
DOID:4706	mir539
DOID:4706	mir10a
DOID:4706	mir376a
DOID:4706	mir409
DOID:4706	mir193a
DOID:4706	mir483
DOID:4706	mir361
DOID:4706	mir504
DOID:4706	mir548d
DOID:4706	mir935
DOID:48	mir122
DOID:48	mir141
DOID:48	mir146b
DOID:48	mir17
DOID:48	mir181a
DOID:48	mir18a
DOID:48	mir19a
DOID:48	mir19b
DOID:48	mir20a
DOID:48	mir302a
DOID:48	mir34c
DOID:48	mir372
DOID:48	mir373
DOID:48	mir429
DOID:48	mir520d
DOID:48	mir7
DOID:48	mir92a
DOID:48	mir383
DOID:48	mir491
DOID:48	mir371a
DOID:48	mir1302
DOID:48	mir509
DOID:48	mir374b
DOID:48	mir513a
DOID:4960	let7a
DOID:4960	let7b
DOID:4960	let7c
DOID:4960	let7d
DOID:4960	let7e
DOID:4960	let7f
DOID:4960	let7g
DOID:4960	let7i
DOID:4960	mir1
DOID:4960	mir124
DOID:4960	mir125a
DOID:4960	mir125b
DOID:4960	mir126
DOID:4960	mir130b
DOID:4960	mir143
DOID:4960	mir145
DOID:4960	mir146a
DOID:4960	mir148a
DOID:4960	mir155
DOID:4960	mir15a
DOID:4960	mir16
DOID:4960	mir17
DOID:4960	mir181a
DOID:4960	mir181b
DOID:4960	mir181c
DOID:4960	mir181d
DOID:4960	mir18a
DOID:4960	mir192
DOID:4960	mir194
DOID:4960	mir19a
DOID:4960	mir19b
DOID:4960	mir203
DOID:4960	mir20a
DOID:4960	mir21
DOID:4960	mir210
DOID:4960	mir215
DOID:4960	mir221
DOID:4960	mir222
DOID:4960	mir223
DOID:4960	mir24
DOID:4960	mir29b
DOID:4960	mir30b
DOID:4960	mir335
DOID:4960	mir342
DOID:4960	mir34a
DOID:4960	mir378a
DOID:4960	mir92a
DOID:4960	mir99b
DOID:4960	mir433
DOID:4960	mir10a
DOID:4960	mir561
DOID:4960	mir625
DOID:4960	mir720
DOID:4960	mir671
DOID:4960	mir632
DOID:4960	mir636
DOID:4961	mir150
DOID:4961	mir155
DOID:4961	mir16
DOID:4961	mir21
DOID:4961	mir221
DOID:4961	mir222
DOID:4961	mir26b
DOID:4961	mir339
DOID:4961	mir378a
DOID:4961	mir451a
DOID:5041	let7a
DOID:5041	let7b
DOID:5041	let7c
DOID:5041	mir100
DOID:5041	mir101
DOID:5041	mir126
DOID:5041	mir129
DOID:5041	mir130a
DOID:5041	mir130b
DOID:5041	mir133a
DOID:5041	mir141
DOID:5041	mir143
DOID:5041	mir145
DOID:5041	mir146a
DOID:5041	mir148a
DOID:5041	mir150
DOID:5041	mir155
DOID:5041	mir15a
DOID:5041	mir183
DOID:5041	mir192
DOID:5041	mir196a
DOID:5041	mir199a
DOID:5041	mir19a
DOID:5041	mir200a
DOID:5041	mir200c
DOID:5041	mir203
DOID:5041	mir205
DOID:5041	mir20a
DOID:5041	mir21
DOID:5041	mir210
DOID:5041	mir214
DOID:5041	mir22
DOID:5041	mir223
DOID:5041	mir25
DOID:5041	mir26a
DOID:5041	mir27a
DOID:5041	mir28
DOID:5041	mir296
DOID:5041	mir29c
DOID:5041	mir302a
DOID:5041	mir30b
DOID:5041	mir342
DOID:5041	mir34a
DOID:5041	mir34b
DOID:5041	mir34c
DOID:5041	mir375
DOID:5041	mir451a
DOID:5041	mir452
DOID:5041	mir499a
DOID:5041	mir92a
DOID:5041	mir98
DOID:5041	mir99b
DOID:5041	mir31
DOID:5041	mir99a
DOID:5041	mir135b
DOID:5041	mir196b
DOID:5041	mir455
DOID:5041	mir454
DOID:5041	mir486
DOID:5041	mir518b
DOID:5041	mir193a
DOID:5041	mir302f
DOID:5041	mir519c
DOID:5041	mir574
DOID:5041	mir1246
DOID:5041	mir425
DOID:5041	mir593
DOID:5041	mir720
DOID:5041	mir617
DOID:5041	mir758
DOID:5041	mir766
DOID:5041	mir1286
DOID:5041	mir548d
DOID:5041	mir1322
DOID:5093	let7a
DOID:5093	let7b
DOID:5093	let7c
DOID:5093	let7d
DOID:5093	let7e
DOID:5093	let7f
DOID:5093	let7g
DOID:5093	let7i
DOID:5093	mir100
DOID:5093	mir101
DOID:5093	mir103a
DOID:5093	mir106b
DOID:5093	mir107
DOID:5093	mir10b
DOID:5093	mir1
DOID:5093	mir122
DOID:5093	mir124
DOID:5093	mir125a
DOID:5093	mir125b
DOID:5093	mir126
DOID:5093	mir127
DOID:5093	mir128
DOID:5093	mir129
DOID:5093	mir132
DOID:5093	mir133a
DOID:5093	mir133b
DOID:5093	mir135a
DOID:5093	mir140
DOID:5093	mir141
DOID:5093	mir143
DOID:5093	mir145
DOID:5093	mir146a
DOID:5093	mir146b
DOID:5093	mir148a
DOID:5093	mir148b
DOID:5093	mir151a
DOID:5093	mir152
DOID:5093	mir155
DOID:5093	mir15a
DOID:5093	mir16
DOID:5093	mir17
DOID:5093	mir181a
DOID:5093	mir181b
DOID:5093	mir182
DOID:5093	mir183
DOID:5093	mir187
DOID:5093	mir18a
DOID:5093	mir18b
DOID:5093	mir191
DOID:5093	mir194
DOID:5093	mir195
DOID:5093	mir196a
DOID:5093	mir197
DOID:5093	mir199a
DOID:5093	mir199b
DOID:5093	mir19a
DOID:5093	mir19b
DOID:5093	mir200a
DOID:5093	mir200b
DOID:5093	mir200c
DOID:5093	mir203
DOID:5093	mir204
DOID:5093	mir205
DOID:5093	mir206
DOID:5093	mir20a
DOID:5093	mir20b
DOID:5093	mir21
DOID:5093	mir210
DOID:5093	mir214
DOID:5093	mir215
DOID:5093	mir218
DOID:5093	mir219
DOID:5093	mir22
DOID:5093	mir221
DOID:5093	mir222
DOID:5093	mir223
DOID:5093	mir224
DOID:5093	mir23a
DOID:5093	mir23b
DOID:5093	mir24
DOID:5093	mir25
DOID:5093	mir26a
DOID:5093	mir26b
DOID:5093	mir27a
DOID:5093	mir27b
DOID:5093	mir296
DOID:5093	mir299
DOID:5093	mir29a
DOID:5093	mir29b
DOID:5093	mir29c
DOID:5093	mir302a
DOID:5093	mir302b
DOID:5093	mir302c
DOID:5093	mir30a
DOID:5093	mir30b
DOID:5093	mir30c
DOID:5093	mir30d
DOID:5093	mir320a
DOID:5093	mir335
DOID:5093	mir339
DOID:5093	mir340
DOID:5093	mir342
DOID:5093	mir34a
DOID:5093	mir34b
DOID:5093	mir34c
DOID:5093	mir365a
DOID:5093	mir365b
DOID:5093	mir367
DOID:5093	mir373
DOID:5093	mir375
DOID:5093	mir376c
DOID:5093	mir423
DOID:5093	mir429
DOID:5093	mir451a
DOID:5093	mir452
DOID:5093	mir495
DOID:5093	mir497
DOID:5093	mir499a
DOID:5093	mir515
DOID:5093	mir520a
DOID:5093	mir520b
DOID:5093	mir520c
DOID:5093	mir520d
DOID:5093	mir520h
DOID:5093	mir526a
DOID:5093	mir7
DOID:5093	mir9
DOID:5093	mir92a
DOID:5093	mir31
DOID:5093	mir93
DOID:5093	mir96
DOID:5093	mir153
DOID:5093	mir135b
DOID:5093	mir338
DOID:5093	mir488
DOID:5093	mir302d
DOID:5093	mir383
DOID:5093	mir193b
DOID:5093	mir663a
DOID:5093	mir10a
DOID:5093	mir149
DOID:5093	mir510
DOID:5093	mir516a
DOID:5093	mir516b
DOID:5093	mir139
DOID:5093	mir137
DOID:5093	mir324
DOID:5093	mir486
DOID:5093	mir608
DOID:5093	mir629
DOID:5093	mir638
DOID:5093	mir301a
DOID:5093	mir301b
DOID:5093	mir409
DOID:5093	mir411
DOID:5093	mir328
DOID:5093	mir298
DOID:5093	mir193a
DOID:5093	mir519d
DOID:5093	mir493
DOID:5093	mir519c
DOID:5093	mir320b
DOID:5093	mir320c
DOID:5093	mir320d
DOID:5093	mir326
DOID:5093	mir661
DOID:5093	mir425
DOID:5093	mir345
DOID:5093	mir584
DOID:5093	mir708
DOID:5093	mir625
DOID:5093	mir505
DOID:5093	mir519e
DOID:5093	mir1258
DOID:5093	mir202
DOID:5093	mir632
DOID:5093	mir374a
DOID:5093	mir874
DOID:5093	mir506
DOID:5093	mir513a
DOID:5093	mir450a
DOID:5093	mir450b
DOID:5093	mir1290
DOID:5093	mir147a
DOID:5093	mir320e
DOID:5093	mir922
DOID:5093	mir103b
DOID:5093	mir1915
DOID:5093	mir1245b
DOID:5093	mir1245a
DOID:5093	mir1471
DOID:5093	mir4306
DOID:5093	mir4257
DOID:5093	mir1323
DOID:5093	mir718
DOID:5093	mir2355
DOID:5093	mir3186
DOID:5093	mir3130
DOID:5093	mir1469
DOID:5093	mir151b
DOID:5093	mir200
DOID:5093	mir181
DOID:520	mir1
DOID:520	mir133a
DOID:520	mir21
DOID:520	mir29a
DOID:520	mir29b
DOID:520	mir29c
DOID:520	mir30a
DOID:520	mir30b
DOID:520	mir30c
DOID:520	mir30d
DOID:520	mir30e
DOID:526	mir101
DOID:526	mir125b
DOID:526	mir132
DOID:526	mir146a
DOID:526	mir150
DOID:526	mir155
DOID:526	mir182
DOID:526	mir198
DOID:526	mir21
DOID:526	mir221
DOID:526	mir222
DOID:526	mir223
DOID:526	mir28
DOID:526	mir29a
DOID:526	mir29b
DOID:526	mir382
DOID:526	mir9
DOID:526	mir217
DOID:5419	let7g
DOID:5419	mir103a
DOID:5419	mir106b
DOID:5419	mir132
DOID:5419	mir15a
DOID:5419	mir15b
DOID:5419	mir17
DOID:5419	mir181b
DOID:5419	mir195
DOID:5419	mir198
DOID:5419	mir206
DOID:5419	mir20b
DOID:5419	mir212
DOID:5419	mir219
DOID:5419	mir24
DOID:5419	mir26b
DOID:5419	mir29a
DOID:5419	mir29b
DOID:5419	mir29c
DOID:5419	mir30a
DOID:5419	mir30b
DOID:5419	mir30d
DOID:5419	mir30e
DOID:5419	mir34a
DOID:5419	mir7
DOID:5419	mir9
DOID:5419	mir92a
DOID:5419	mir92b
DOID:5419	mir137
DOID:5419	mir346
DOID:5419	mir103b
DOID:557	mir107
DOID:557	mir126
DOID:557	mir142
DOID:557	mir146a
DOID:557	mir148b
DOID:557	mir155
DOID:557	mir15b
DOID:557	mir192
DOID:557	mir198
DOID:557	mir200a
DOID:557	mir200b
DOID:557	mir204
DOID:557	mir21
DOID:557	mir210
DOID:557	mir211
DOID:557	mir29a
DOID:557	mir29b
DOID:557	mir29c
DOID:557	mir32
DOID:557	mir423
DOID:557	mir429
DOID:557	mir663a
DOID:557	mir324
DOID:557	mir638
DOID:557	mir371a
DOID:557	mir1224
DOID:557	mir1207
DOID:5614	let7b
DOID:5614	mir106a
DOID:5614	mir1
DOID:5614	mir125a
DOID:5614	mir133b
DOID:5614	mir142
DOID:5614	mir150
DOID:5614	mir182
DOID:5614	mir183
DOID:5614	mir200b
DOID:5614	mir204
DOID:5614	mir214
DOID:5614	mir424
DOID:5614	mir451a
DOID:5614	mir31
DOID:5614	mir184
DOID:5614	mir96
DOID:5614	mir328
DOID:5672	mir15b
DOID:5679	mir1
DOID:5679	mir125a
DOID:5679	mir133b
DOID:5679	mir142
DOID:5679	mir182
DOID:5679	mir183
DOID:5679	mir200b
DOID:5679	mir204
DOID:5679	mir96
DOID:5719	mir101
DOID:5719	mir183
DOID:5719	mir483
DOID:5844	mir106b
DOID:5844	mir10b
DOID:5844	mir1
DOID:5844	mir125b
DOID:5844	mir126
DOID:5844	mir132
DOID:5844	mir133a
DOID:5844	mir133b
DOID:5844	mir150
DOID:5844	mir155
DOID:5844	mir15a
DOID:5844	mir15b
DOID:5844	mir186
DOID:5844	mir195
DOID:5844	mir197
DOID:5844	mir206
DOID:5844	mir208a
DOID:5844	mir20a
DOID:5844	mir21
DOID:5844	mir210
DOID:5844	mir223
DOID:5844	mir24
DOID:5844	mir29a
DOID:5844	mir29b
DOID:5844	mir30a
DOID:5844	mir34a
DOID:5844	mir423
DOID:5844	mir451a
DOID:5844	mir499a
DOID:5844	mir92a
DOID:5844	mir98
DOID:5844	mir31
DOID:5844	mir208b
DOID:5844	mir376b
DOID:5844	mir328
DOID:5844	mir384
DOID:594	mir148a
DOID:594	mir22
DOID:594	mir488
DOID:594	mir138
DOID:6050	let7a
DOID:6050	let7c
DOID:6050	mir106b
DOID:6050	mir132
DOID:6050	mir141
DOID:6050	mir142
DOID:6050	mir143
DOID:6050	mir144
DOID:6050	mir145
DOID:6050	mir146a
DOID:6050	mir146b
DOID:6050	mir15b
DOID:6050	mir192
DOID:6050	mir196a
DOID:6050	mir200a
DOID:6050	mir200b
DOID:6050	mir200c
DOID:6050	mir203
DOID:6050	mir21
DOID:6050	mir210
DOID:6050	mir211
DOID:6050	mir212
DOID:6050	mir222
DOID:6050	mir223
DOID:6050	mir29b
DOID:6050	mir30a
DOID:6050	mir339
DOID:6050	mir365a
DOID:6050	mir375
DOID:6050	mir429
DOID:6050	mir7
DOID:6050	mir92a
DOID:6050	mir31
DOID:6050	mir193b
DOID:6050	mir486
DOID:6050	mir193a
DOID:6050	mir675
DOID:6050	mir592
DOID:615	mir21
DOID:615	mir196b
DOID:630	mir134
DOID:630	mir151a
DOID:630	mir155
DOID:630	mir15a
DOID:630	mir16
DOID:630	mir17
DOID:630	mir18a
DOID:630	mir19a
DOID:630	mir19b
DOID:630	mir20a
DOID:630	mir21
DOID:630	mir26a
DOID:630	mir26b
DOID:630	mir365a
DOID:630	mir7
DOID:630	mir92a
DOID:630	mir433
DOID:630	mir1246
DOID:635	mir198
DOID:635	mir29a
DOID:635	mir29b
DOID:65	mir101
DOID:65	mir124
DOID:65	mir125b
DOID:65	mir126
DOID:65	mir129
DOID:65	mir132
DOID:65	mir133a
DOID:65	mir140
DOID:65	mir141
DOID:65	mir142
DOID:65	mir145
DOID:65	mir146a
DOID:65	mir146b
DOID:65	mir150
DOID:65	mir155
DOID:65	mir15a
DOID:65	mir16
DOID:65	mir17
DOID:65	mir181a
DOID:65	mir18a
DOID:65	mir192
DOID:65	mir19a
DOID:65	mir19b
DOID:65	mir200a
DOID:65	mir200b
DOID:65	mir200c
DOID:65	mir203
DOID:65	mir205
DOID:65	mir20a
DOID:65	mir21
DOID:65	mir223
DOID:65	mir224
DOID:65	mir27b
DOID:65	mir29a
DOID:65	mir29b
DOID:65	mir30a
DOID:65	mir34a
DOID:65	mir429
DOID:65	mir499a
DOID:65	mir520a
DOID:65	mir520b
DOID:65	mir520d
DOID:65	mir520e
DOID:65	mir520f
DOID:65	mir520g
DOID:65	mir520h
DOID:65	mir92a
DOID:65	mir31
DOID:65	mir363
DOID:65	mir498
DOID:65	mir346
DOID:65	mir637
DOID:65	mir519d
DOID:65	mir519c
DOID:65	mir503
DOID:65	mir519b
DOID:65	mir519a
DOID:65	mir519e
DOID:65	mir569
DOID:65	mir675
DOID:65	mir3148
DOID:654	mir107
DOID:654	mir132
DOID:654	mir143
DOID:654	mir146b
DOID:654	mir17
DOID:654	mir18a
DOID:654	mir21
DOID:654	mir221
DOID:654	mir30e
DOID:655	mir10b
DOID:655	mir122
DOID:655	mir155
DOID:655	mir15b
DOID:655	mir16
DOID:655	mir182
DOID:655	mir183
DOID:655	mir206
DOID:655	mir21
DOID:655	mir216a
DOID:655	mir216b
DOID:655	mir27b
DOID:655	mir302a
DOID:655	mir34a
DOID:655	mir494
DOID:655	mir9
DOID:655	mir184
DOID:655	mir370
DOID:655	mir363
DOID:655	mir542
DOID:655	mir1224
DOID:655	mir451
DOID:657	mir21
DOID:66	mir100
DOID:66	mir103a
DOID:66	mir107
DOID:66	mir1
DOID:66	mir125a
DOID:66	mir125b
DOID:66	mir127
DOID:66	mir133a
DOID:66	mir133b
DOID:66	mir136
DOID:66	mir146b
DOID:66	mir148a
DOID:66	mir192
DOID:66	mir199a
DOID:66	mir206
DOID:66	mir208a
DOID:66	mir21
DOID:66	mir221
DOID:66	mir23a
DOID:66	mir25
DOID:66	mir29a
DOID:66	mir29b
DOID:66	mir29c
DOID:66	mir32
DOID:66	mir335
DOID:66	mir33a
DOID:66	mir33b
DOID:66	mir34a
DOID:66	mir34b
DOID:66	mir34c
DOID:66	mir367
DOID:66	mir376c
DOID:66	mir378a
DOID:66	mir381
DOID:66	mir92a
DOID:66	mir31
DOID:66	mir193b
DOID:66	mir363
DOID:66	mir208b
DOID:66	mir193a
DOID:66	mir489
DOID:66	mir502
DOID:660	let7a
DOID:660	let7b
DOID:660	let7c
DOID:660	let7d
DOID:660	mir100
DOID:660	mir106b
DOID:660	mir1
DOID:660	mir125b
DOID:660	mir126
DOID:660	mir130a
DOID:660	mir132
DOID:660	mir133a
DOID:660	mir135a
DOID:660	mir143
DOID:660	mir145
DOID:660	mir146a
DOID:660	mir148a
DOID:660	mir155
DOID:660	mir15b
DOID:660	mir16
DOID:660	mir17
DOID:660	mir192
DOID:660	mir194
DOID:660	mir195
DOID:660	mir196a
DOID:660	mir200b
